SKU,Product,Product additional attribute 6,Required by,PO #,PO date,Status,Product additional attribute 8,Supplier,Quantity,Cost,Total
AMA04032,0.4 x 0.8 mm CITO BASICplus 2-3 pt. (35 m/box),False,13-Jan-2026,P23-2418,11-Sep-2025,Completed,0.4 x 0.8 mm,CITO-SYSTEM GmbH,1.00,41.3139534,41.31
AMA04032,0.4 x 0.8 mm CITO BASICplus 2-3 pt. (35 m/box),False,25-May-2026,P23-2682,09-Jan-2026,Completed,0.4 x 0.8 mm,CITO-SYSTEM GmbH,2.00,40.6810938,81.36
AMA04032,0.4 x 0.8 mm CITO BASICplus 2-3 pt. (35 m/box),False,28-Jul-2026,P23-3066,14-Jul-2026,Fully billed,0.4 x 0.8 mm,CITO-SYSTEM GmbH,2.00,38.3931708,76.79
AMA04032,0.4 x 0.8 mm CITO BASICplus 2-3 pt. (35 m/box),False,21-Oct-2026,P23-3010,17-Jun-2026,Ordered,0.4 x 0.8 mm,CITO-SYSTEM GmbH,5.00,38.4487914,192.24
AMA04032,0.4 x 0.8 mm CITO BASICplus 2-3 pt. (35 m/box),False,25-Nov-2026,P23-3131,13-Aug-2026,Ordered,0.4 x 0.8 mm,CITO-SYSTEM GmbH,3.00,38.1884496,114.57
AMA04042,0.4 x 1.0 mm CITO BASICplus 2-3 pt. (35 m/box),,30-Oct-2025,P23-2511,16-Oct-2025,Receiving,0.4 x 1.0 mm,CITO-SYSTEM GmbH,3.00,41.2789740,123.84
AMA04042,0.4 x 1.0 mm CITO BASICplus 2-3 pt. (35 m/box),,13-Jan-2026,P23-2418,11-Sep-2025,Completed,0.4 x 1.0 mm,CITO-SYSTEM GmbH,25.00,40.6245036,"1,015.61"
AMA04042,0.4 x 1.0 mm CITO BASICplus 2-3 pt. (35 m/box),,20-May-2026,P23-2938,08-May-2026,Fully billed,0.4 x 1.0 mm,CITO-SYSTEM GmbH,10.00,37.3480152,373.48
AMA04042,0.4 x 1.0 mm CITO BASICplus 2-3 pt. (35 m/box),,13-Aug-2026,P23-2864,13-Apr-2026,Fully billed,0.4 x 1.0 mm,CITO-SYSTEM GmbH,15.00,38.1199134,571.80
AMA04042,0.4 x 1.0 mm CITO BASICplus 2-3 pt. (35 m/box),,21-Oct-2026,P23-3010,17-Jun-2026,Ordered,0.4 x 1.0 mm,CITO-SYSTEM GmbH,10.00,37.8071556,378.07
AMA04062,0.4 x 1.2 mm CITO BASICplus 2-3 pt. (35 m/box),,22-Sep-2025,P23-2409,08-Sep-2025,Completed,0.4 x 1.2 mm,CITO-SYSTEM GmbH,4.00,41.3597273,165.44
AMA04062,0.4 x 1.2 mm CITO BASICplus 2-3 pt. (35 m/box),,30-Oct-2025,P23-2511,16-Oct-2025,Receiving,0.4 x 1.2 mm,CITO-SYSTEM GmbH,3.00,41.9795310,125.94
AMA04062,0.4 x 1.2 mm CITO BASICplus 2-3 pt. (35 m/box),,13-Jan-2026,P23-2418,11-Sep-2025,Completed,0.4 x 1.2 mm,CITO-SYSTEM GmbH,10.00,41.3139534,413.14
AMA04072,0.4 x 1.3 mm CITO BASICplus 2-3 pt. (35 m/box),,13-Jan-2026,P23-2418,11-Sep-2025,Completed,0.4 x 1.3 mm,CITO-SYSTEM GmbH,12.00,40.6245036,487.49
AMA04072,0.4 x 1.3 mm CITO BASICplus 2-3 pt. (35 m/box),,24-Feb-2026,P23-2758,10-Feb-2026,Completed,0.4 x 1.3 mm,CITO-SYSTEM GmbH,10.00,38.6820042,386.82
AMA04072,0.4 x 1.3 mm CITO BASICplus 2-3 pt. (35 m/box),,26-Feb-2026,P23-2549,07-Nov-2025,Completed,0.4 x 1.3 mm,CITO-SYSTEM GmbH,2.00,40.9469130,81.89
AMA04072,0.4 x 1.3 mm CITO BASICplus 2-3 pt. (35 m/box),,20-May-2026,P23-2938,08-May-2026,Fully billed,0.4 x 1.3 mm,CITO-SYSTEM GmbH,10.00,37.3480152,373.48
AMA04072,0.4 x 1.3 mm CITO BASICplus 2-3 pt. (35 m/box),,25-May-2026,P23-2682,09-Jan-2026,Completed,0.4 x 1.3 mm,CITO-SYSTEM GmbH,39.00,40.0022052,"1,560.09"
AMA04072,0.4 x 1.3 mm CITO BASICplus 2-3 pt. (35 m/box),,13-Aug-2026,P23-2864,13-Apr-2026,Fully billed,0.4 x 1.3 mm,CITO-SYSTEM GmbH,25.00,38.1199134,953.00
AMA04072,0.4 x 1.3 mm CITO BASICplus 2-3 pt. (35 m/box),,25-Nov-2026,P23-3131,13-Aug-2026,Ordered,0.4 x 1.3 mm,CITO-SYSTEM GmbH,7.00,37.5511584,262.86
AMA04092,0.4 x 1.5 mm CITO BASICplus 2-3 pt. (35 m/box),False,30-Oct-2025,P23-2511,16-Oct-2025,Receiving,0.4 x 1.5 mm,CITO-SYSTEM GmbH,4.00,41.9795310,167.92
AMA04092,0.4 x 1.5 mm CITO BASICplus 2-3 pt. (35 m/box),False,27-Nov-2025,P23-2557,13-Nov-2025,Completed,0.4 x 1.5 mm,CITO-SYSTEM GmbH,2.00,40.6353042,81.27
AMA04092,0.4 x 1.5 mm CITO BASICplus 2-3 pt. (35 m/box),False,13-Jan-2026,P23-2418,11-Sep-2025,Completed,0.4 x 1.5 mm,CITO-SYSTEM GmbH,12.00,41.3139534,495.77
AMA04092,0.4 x 1.5 mm CITO BASICplus 2-3 pt. (35 m/box),False,14-Jan-2026,P23-2671,30-Dec-2025,Completed,0.4 x 1.5 mm,CITO-SYSTEM GmbH,10.00,41.0776827,410.78
AMA04092,0.4 x 1.5 mm CITO BASICplus 2-3 pt. (35 m/box),False,24-Feb-2026,P23-2758,10-Feb-2026,Completed,0.4 x 1.5 mm,CITO-SYSTEM GmbH,10.00,39.3384873,393.38
AMA04092,0.4 x 1.5 mm CITO BASICplus 2-3 pt. (35 m/box),False,15-Apr-2026,P23-2849,01-Apr-2026,Completed,0.4 x 1.5 mm,CITO-SYSTEM GmbH,10.00,39.0192531,390.19
AMA04092,0.4 x 1.5 mm CITO BASICplus 2-3 pt. (35 m/box),False,25-May-2026,P23-2682,09-Jan-2026,Completed,0.4 x 1.5 mm,CITO-SYSTEM GmbH,14.00,40.6810938,569.54
AMA04092,0.4 x 1.5 mm CITO BASICplus 2-3 pt. (35 m/box),False,25-Nov-2026,P23-3131,13-Aug-2026,Ordered,0.4 x 1.5 mm,CITO-SYSTEM GmbH,1.00,38.1884496,38.19
AMA04112,0.4 x 1.7 mm CITO BASICplus 2-3 pt. (35 m/box),False,30-Oct-2025,P23-2511,16-Oct-2025,Receiving,0.4 x 1.7 mm,CITO-SYSTEM GmbH,1.00,41.9795310,41.98
AMA04112,0.4 x 1.7 mm CITO BASICplus 2-3 pt. (35 m/box),False,27-Nov-2025,P23-2557,13-Nov-2025,Completed,0.4 x 1.7 mm,CITO-SYSTEM GmbH,1.00,40.6353042,40.64
AMA04112,0.4 x 1.7 mm CITO BASICplus 2-3 pt. (35 m/box),False,10-Aug-2026,P23-3086,27-Jul-2026,Fully billed,0.4 x 1.7 mm,CITO-SYSTEM GmbH,3.00,37.4371776,112.31
AMA04112,0.4 x 1.7 mm CITO BASICplus 2-3 pt. (35 m/box),False,21-Oct-2026,P23-3010,17-Jun-2026,Ordered,0.4 x 1.7 mm,CITO-SYSTEM GmbH,1.00,37.8071556,37.81
AMA04122,0.4 x 1.9 mm CITO BASICplus 2-3 pt.(35m/box),,14-Jan-2026,P23-2671,30-Dec-2025,Completed,0.4 x 1.9 mm,CITO-SYSTEM GmbH,2.00,41.0776827,82.16
AMA04122,0.4 x 1.9 mm CITO BASICplus 2-3 pt.(35m/box),,24-Feb-2026,P23-2758,10-Feb-2026,Completed,0.4 x 1.9 mm,CITO-SYSTEM GmbH,2.00,39.3384873,78.68
AMA04122,0.4 x 1.9 mm CITO BASICplus 2-3 pt.(35m/box),,25-May-2026,P23-2682,09-Jan-2026,Completed,0.4 x 1.9 mm,CITO-SYSTEM GmbH,7.00,40.6810938,284.77
AMA05042,0.5 x 1.0 mm CITO BASICplus 2-3 pt. (35 m/box),,25-Nov-2026,P23-3131,13-Aug-2026,Ordered,0.5 x 1.0 mm,CITO-SYSTEM GmbH,2.00,38.1884496,76.38
AMA05062,0.5 x 1.2 mm CITO BASICplus 2-3 pt. (35 m/box),,21-Oct-2026,P23-3010,17-Jun-2026,Ordered,0.5 x 1.2 mm,CITO-SYSTEM GmbH,1.00,37.8071556,37.81
AMA05072,0.5 x 1.3 mm CITO BASICplus 2-3 pt. (35 m/box),,13-Jan-2026,P23-2418,11-Sep-2025,Completed,0.5 x 1.3 mm,CITO-SYSTEM GmbH,8.00,40.6245036,325.00
AMA05072,0.5 x 1.3 mm CITO BASICplus 2-3 pt. (35 m/box),,14-Jan-2026,P23-2671,30-Dec-2025,Completed,0.5 x 1.3 mm,CITO-SYSTEM GmbH,10.00,40.3921758,403.92
AMA05072,0.5 x 1.3 mm CITO BASICplus 2-3 pt. (35 m/box),,25-May-2026,P23-2682,09-Jan-2026,Completed,0.5 x 1.3 mm,CITO-SYSTEM GmbH,17.00,40.0022052,680.04
AMA05072,0.5 x 1.3 mm CITO BASICplus 2-3 pt. (35 m/box),,25-Nov-2026,P23-3131,13-Aug-2026,Ordered,0.5 x 1.3 mm,CITO-SYSTEM GmbH,3.00,37.5511584,112.65
AMA05092,0.5 x 1.5 mm CITO BASICplus 2-3 pt. (35 m/box),False,22-Sep-2025,P23-2409,08-Sep-2025,Completed,0.5 x 1.5 mm,CITO-SYSTEM GmbH,6.00,41.7077379,250.25
AMA05092,0.5 x 1.5 mm CITO BASICplus 2-3 pt. (35 m/box),False,27-Nov-2025,P23-2557,13-Nov-2025,Completed,0.5 x 1.5 mm,CITO-SYSTEM GmbH,2.00,40.6353042,81.27
AMA05092,0.5 x 1.5 mm CITO BASICplus 2-3 pt. (35 m/box),False,13-Jan-2026,P23-2418,11-Sep-2025,Completed,0.5 x 1.5 mm,CITO-SYSTEM GmbH,30.00,41.3139534,"1,239.42"
AMA05092,0.5 x 1.5 mm CITO BASICplus 2-3 pt. (35 m/box),False,25-May-2026,P23-2682,09-Jan-2026,Completed,0.5 x 1.5 mm,CITO-SYSTEM GmbH,13.00,40.6810938,528.85
AMA05092,0.5 x 1.5 mm CITO BASICplus 2-3 pt. (35 m/box),False,13-Aug-2026,P23-2864,13-Apr-2026,Fully billed,0.5 x 1.5 mm,CITO-SYSTEM GmbH,10.00,38.7668571,387.67
AMA05092,0.5 x 1.5 mm CITO BASICplus 2-3 pt. (35 m/box),False,25-Nov-2026,P23-3131,13-Aug-2026,Ordered,0.5 x 1.5 mm,CITO-SYSTEM GmbH,21.00,38.1884496,801.96
AMA05112,0.5 x 1.7 mm CITO BASICplus 2-3 pt. (35 m/box),,20-May-2026,P23-2938,08-May-2026,Fully billed,0.5 x 1.7 mm,CITO-SYSTEM GmbH,2.00,37.9818588,75.96
AMA05112,0.5 x 1.7 mm CITO BASICplus 2-3 pt. (35 m/box),,21-Oct-2026,P23-3010,17-Jun-2026,Ordered,0.5 x 1.7 mm,CITO-SYSTEM GmbH,4.00,38.4487914,153.80
AMA05122,0.5 x 1.9 mm CITO BASICplus 2-3 pt. (35 m/box),,25-May-2026,P23-2682,09-Jan-2026,Completed,0.5 x 1.9 mm,CITO-SYSTEM GmbH,3.00,40.0022052,120.01
AMA06153,0.6 x 2.5 mm CITO BASICplus 3-4 pt. (35 m/box),,30-Oct-2025,P23-2511,16-Oct-2025,Receiving,0.6 x 2.5 mm,CITO-SYSTEM GmbH,1.00,41.2789740,41.28
AMA06153,0.6 x 2.5 mm CITO BASICplus 3-4 pt. (35 m/box),,13-Aug-2026,P23-2864,13-Apr-2026,Fully billed,0.6 x 2.5 mm,CITO-SYSTEM GmbH,1.00,38.1199134,38.12
AMA06173,0.6 x 3.0 mm CITO BASICplus 3-4 pt. (35 m/box),,20-May-2026,P23-2938,08-May-2026,Fully billed,0.6 x 3.0 mm,CITO-SYSTEM GmbH,5.00,37.9818588,189.91
AMA06173,0.6 x 3.0 mm CITO BASICplus 3-4 pt. (35 m/box),,28-Jul-2026,P23-3066,14-Jul-2026,Fully billed,0.6 x 3.0 mm,CITO-SYSTEM GmbH,2.00,38.3931708,76.79
AMA06173,0.6 x 3.0 mm CITO BASICplus 3-4 pt. (35 m/box),,13-Aug-2026,P23-2864,13-Apr-2026,Fully billed,0.6 x 3.0 mm,CITO-SYSTEM GmbH,5.00,38.7668571,193.83
AMA06173,0.6 x 3.0 mm CITO BASICplus 3-4 pt. (35 m/box),,21-Oct-2026,P23-3010,17-Jun-2026,Ordered,0.6 x 3.0 mm,CITO-SYSTEM GmbH,5.00,38.4487914,192.24
AMA06173,0.6 x 3.0 mm CITO BASICplus 3-4 pt. (35 m/box),,25-Nov-2026,P23-3131,13-Aug-2026,Ordered,0.6 x 3.0 mm,CITO-SYSTEM GmbH,1.00,38.1884496,38.19
AMA07143,0.7 x 2.3 mm CITO BASICplus 3-4 pt. (35 m/box),False,14-Jan-2026,P23-2671,30-Dec-2025,Completed,0.7 x 2.3 mm,CITO-SYSTEM GmbH,2.00,40.3921758,80.78
AMA07143,0.7 x 2.3 mm CITO BASICplus 3-4 pt. (35 m/box),False,25-May-2026,P23-2682,09-Jan-2026,Completed,0.7 x 2.3 mm,CITO-SYSTEM GmbH,4.00,40.0022052,160.01
AMA07143,0.7 x 2.3 mm CITO BASICplus 3-4 pt. (35 m/box),False,25-Nov-2026,P23-3131,13-Aug-2026,Ordered,0.7 x 2.3 mm,CITO-SYSTEM GmbH,2.00,37.5511584,75.10
AMA08173,0.8 x 3.0 mm CITO BASICplus 3-4 pt. (35 m/box),,25-Nov-2026,P23-3131,13-Aug-2026,Ordered,0.8 x 3.0 mm,CITO-SYSTEM GmbH,2.00,37.5511584,75.10
AMA08193,0.8 x 3.5 mm CITO BASICplus 3-4 pt. (35 m/box),,30-Oct-2025,P23-2511,16-Oct-2025,Receiving,0.8 x 3.5 mm,CITO-SYSTEM GmbH,5.00,41.9795310,209.90
AMA08193,0.8 x 3.5 mm CITO BASICplus 3-4 pt. (35 m/box),,13-Jan-2026,P23-2418,11-Sep-2025,Completed,0.8 x 3.5 mm,CITO-SYSTEM GmbH,1.00,41.3139534,41.31
AMA08193,0.8 x 3.5 mm CITO BASICplus 3-4 pt. (35 m/box),,26-Feb-2026,P23-2549,07-Nov-2025,Completed,0.8 x 3.5 mm,CITO-SYSTEM GmbH,5.00,41.6418345,208.21
AMA08193,0.8 x 3.5 mm CITO BASICplus 3-4 pt. (35 m/box),,28-Jul-2026,P23-3066,14-Jul-2026,Fully billed,0.8 x 3.5 mm,CITO-SYSTEM GmbH,1.00,37.7524632,37.75
AMA08193,0.8 x 3.5 mm CITO BASICplus 3-4 pt. (35 m/box),,25-Nov-2026,P23-3131,13-Aug-2026,Ordered,0.8 x 3.5 mm,CITO-SYSTEM GmbH,6.00,38.1884496,229.13
AMA08203,0.8 x 4.0 mm CITO BASICPLUS 3-4 pt. (35 m/box),False,30-Oct-2025,P23-2511,16-Oct-2025,Receiving,0.8 x 4.0 mm,CITO-SYSTEM GmbH,6.00,41.9795310,251.88
AMA08203,0.8 x 4.0 mm CITO BASICPLUS 3-4 pt. (35 m/box),False,13-Jan-2026,P23-2418,11-Sep-2025,Completed,0.8 x 4.0 mm,CITO-SYSTEM GmbH,6.00,41.3139534,247.88
AMA08203,0.8 x 4.0 mm CITO BASICPLUS 3-4 pt. (35 m/box),False,26-Feb-2026,P23-2549,07-Nov-2025,Completed,0.8 x 4.0 mm,CITO-SYSTEM GmbH,5.00,41.6418345,208.21
AMA08203,0.8 x 4.0 mm CITO BASICPLUS 3-4 pt. (35 m/box),False,15-Apr-2026,P23-2849,01-Apr-2026,Completed,0.8 x 4.0 mm,CITO-SYSTEM GmbH,2.00,39.0192531,78.04
AMA08203,0.8 x 4.0 mm CITO BASICPLUS 3-4 pt. (35 m/box),False,20-May-2026,P23-2938,08-May-2026,Fully billed,0.8 x 4.0 mm,CITO-SYSTEM GmbH,8.00,37.9818588,303.85
AMA08203,0.8 x 4.0 mm CITO BASICPLUS 3-4 pt. (35 m/box),False,25-May-2026,P23-2682,09-Jan-2026,Completed,0.8 x 4.0 mm,CITO-SYSTEM GmbH,3.00,40.6810938,122.04
AMA08203,0.8 x 4.0 mm CITO BASICPLUS 3-4 pt. (35 m/box),False,13-Aug-2026,P23-2864,13-Apr-2026,Fully billed,0.8 x 4.0 mm,CITO-SYSTEM GmbH,12.00,38.7668571,465.20
AMA10173,1.0 x 3.0 mm CITO BASICplus 3-4 pt. (35 m/box),,25-Nov-2026,P23-3131,13-Aug-2026,Ordered,1.0 x 3.0 mm,CITO-SYSTEM GmbH,1.00,35.5902624,35.59
AMA10234,1.0 x 6.0 mm CITO BASICplus 4-6 pt. (28 m/box),,26-Feb-2026,P23-2549,07-Nov-2025,Completed,1.0 x 6.0 mm,CITO-SYSTEM GmbH,1.00,38.8086930,38.81
AMA10234,1.0 x 6.0 mm CITO BASICplus 4-6 pt. (28 m/box),,25-Nov-2026,P23-3131,13-Aug-2026,Ordered,1.0 x 6.0 mm,CITO-SYSTEM GmbH,1.00,35.5902624,35.59
AMF04032,0.4 x 0.8 mm CITO BASICplus Offcenter 2-3pt. (21 m/box),False,25-Nov-2026,P23-3131,13-Aug-2026,Ordered,0.4 x 0.8 mm,CITO-SYSTEM GmbH,2.00,25.1648320,50.33
AMF04042,0.4 x 1.0 mm CITO BASICplus Offcenter 2-3pt.(21 m/box),,26-Feb-2026,P23-2549,07-Nov-2025,Completed,0.4 x 1.0 mm,CITO-SYSTEM GmbH,6.00,27.4404900,164.64
AMF04062,0.4 x 1.2 mm CITO BASICplus Offcenter 2-3pt. (21 m/box),,30-Oct-2025,P23-2511,16-Oct-2025,Receiving,0.4 x 1.2 mm,CITO-SYSTEM GmbH,3.00,27.6630200,82.99
AMF04062,0.4 x 1.2 mm CITO BASICplus Offcenter 2-3pt. (21 m/box),,13-Jan-2026,P23-2418,11-Sep-2025,Completed,0.4 x 1.2 mm,CITO-SYSTEM GmbH,1.00,27.2244280,27.22
AMF04062,0.4 x 1.2 mm CITO BASICplus Offcenter 2-3pt. (21 m/box),,26-Feb-2026,P23-2549,07-Nov-2025,Completed,0.4 x 1.2 mm,CITO-SYSTEM GmbH,2.00,27.4404900,54.88
AMF04062,0.4 x 1.2 mm CITO BASICplus Offcenter 2-3pt. (21 m/box),,20-May-2026,P23-2938,08-May-2026,Fully billed,0.4 x 1.2 mm,CITO-SYSTEM GmbH,2.00,25.0286960,50.06
AMF04062,0.4 x 1.2 mm CITO BASICplus Offcenter 2-3pt. (21 m/box),,13-Aug-2026,P23-2864,13-Apr-2026,Fully billed,0.4 x 1.2 mm,CITO-SYSTEM GmbH,4.00,25.5459820,102.18
AMF04062,0.4 x 1.2 mm CITO BASICplus Offcenter 2-3pt. (21 m/box),,21-Oct-2026,P23-3010,17-Jun-2026,Ordered,0.4 x 1.2 mm,CITO-SYSTEM GmbH,3.00,25.3363880,76.01
AMF04072,0.4 x 1.3 mm CITO BASICplus Offcenter 2-3 pt. (21 m/box),,13-Jan-2026,P23-2418,11-Sep-2025,Completed,0.4 x 1.3 mm,CITO-SYSTEM GmbH,16.00,27.2244280,435.59
AMF04072,0.4 x 1.3 mm CITO BASICplus Offcenter 2-3 pt. (21 m/box),,20-May-2026,P23-2938,08-May-2026,Fully billed,0.4 x 1.3 mm,CITO-SYSTEM GmbH,4.00,25.0286960,100.11
AMF04072,0.4 x 1.3 mm CITO BASICplus Offcenter 2-3 pt. (21 m/box),,25-May-2026,P23-2682,09-Jan-2026,Completed,0.4 x 1.3 mm,CITO-SYSTEM GmbH,22.00,26.8073960,589.76
AMF04072,0.4 x 1.3 mm CITO BASICplus Offcenter 2-3 pt. (21 m/box),,13-Aug-2026,P23-2864,13-Apr-2026,Fully billed,0.4 x 1.3 mm,CITO-SYSTEM GmbH,10.00,25.5459820,255.46
AMF04072,0.4 x 1.3 mm CITO BASICplus Offcenter 2-3 pt. (21 m/box),,25-Nov-2026,P23-3131,13-Aug-2026,Ordered,0.4 x 1.3 mm,CITO-SYSTEM GmbH,12.00,25.1648320,301.98
AMF04082,0.4 x 1.4 mm CITO BASICplus Offcenter 2-3 pt. (21 m/box),False,14-Jan-2026,P23-2671,30-Dec-2025,Completed,0.4 x 1.4 mm,CITO-SYSTEM GmbH,2.00,27.0687340,54.14
AMF04082,0.4 x 1.4 mm CITO BASICplus Offcenter 2-3 pt. (21 m/box),False,26-Feb-2026,P23-2549,07-Nov-2025,Completed,0.4 x 1.4 mm,CITO-SYSTEM GmbH,5.00,27.4404900,137.20
AMF04082,0.4 x 1.4 mm CITO BASICplus Offcenter 2-3 pt. (21 m/box),False,20-May-2026,P23-2938,08-May-2026,Fully billed,0.4 x 1.4 mm,CITO-SYSTEM GmbH,6.00,25.0286960,150.17
AMF04082,0.4 x 1.4 mm CITO BASICplus Offcenter 2-3 pt. (21 m/box),False,25-May-2026,P23-2682,09-Jan-2026,Completed,0.4 x 1.4 mm,CITO-SYSTEM GmbH,8.00,26.8073960,214.46
AMF04082,0.4 x 1.4 mm CITO BASICplus Offcenter 2-3 pt. (21 m/box),False,21-Oct-2026,P23-3010,17-Jun-2026,Ordered,0.4 x 1.4 mm,CITO-SYSTEM GmbH,10.00,25.3363880,253.36
AMF04092,0.4 x 1.5 mm CITO BASICplus Offcenter 2-3pt. (21 m/box),,13-Jan-2026,P23-2418,11-Sep-2025,Completed,0.4 x 1.5 mm,CITO-SYSTEM GmbH,6.00,27.2244280,163.35
AMF04092,0.4 x 1.5 mm CITO BASICplus Offcenter 2-3pt. (21 m/box),,14-Jan-2026,P23-2671,30-Dec-2025,Completed,0.4 x 1.5 mm,CITO-SYSTEM GmbH,6.00,27.0687340,162.41
AMF04092,0.4 x 1.5 mm CITO BASICplus Offcenter 2-3pt. (21 m/box),,25-May-2026,P23-2682,09-Jan-2026,Completed,0.4 x 1.5 mm,CITO-SYSTEM GmbH,12.00,26.8073960,321.69
AMF04092,0.4 x 1.5 mm CITO BASICplus Offcenter 2-3pt. (21 m/box),,25-Nov-2026,P23-3131,13-Aug-2026,Ordered,0.4 x 1.5 mm,CITO-SYSTEM GmbH,8.00,25.1648320,201.32
AMF04102,0.4 x 1.6 mm CITO BASICplus Off-Center 2-3 pt. (21 m/box),,24-Feb-2026,P23-2758,10-Feb-2026,Completed,0.4 x 1.6 mm,CITO-SYSTEM GmbH,4.00,25.4850106,101.94
AMF04102,0.4 x 1.6 mm CITO BASICplus Off-Center 2-3 pt. (21 m/box),,26-Aug-2026,P23-3132,13-Aug-2026,Fully billed,0.4 x 1.6 mm,CITO-SYSTEM GmbH,2.00,24.7399712,49.48
AMF04112,0.4 x 1.7 mm CITO BASICplus Offcenter 2-3pt. (21 m/box),False,28-Jul-2026,P23-3066,14-Jul-2026,Fully billed,0.4 x 1.7 mm,CITO-SYSTEM GmbH,1.00,25.2997360,25.30
AMF04112,0.4 x 1.7 mm CITO BASICplus Offcenter 2-3pt. (21 m/box),False,26-Aug-2026,P23-3132,13-Aug-2026,Fully billed,0.4 x 1.7 mm,CITO-SYSTEM GmbH,4.00,24.7399712,98.96
AMF04112,0.4 x 1.7 mm CITO BASICplus Offcenter 2-3pt. (21 m/box),False,21-Oct-2026,P23-3010,17-Jun-2026,Ordered,0.4 x 1.7 mm,CITO-SYSTEM GmbH,2.00,25.3363880,50.67
AMF04112,0.4 x 1.7 mm CITO BASICplus Offcenter 2-3pt. (21 m/box),False,25-Nov-2026,P23-3131,13-Aug-2026,Ordered,0.4 x 1.7 mm,CITO-SYSTEM GmbH,1.00,25.1648320,25.16
AMF05032,0.5 x 0.8 mm CITO BASICplus Off-Center 2-3 pt. (21 m/box),,21-Oct-2026,P23-3010,17-Jun-2026,Ordered,0.5 x 0.8 mm,CITO-SYSTEM GmbH,1.00,24.9086308,24.91
AMF05042,0.5 x 1.0 mm CITO BASICplus Offcenter 2-3 pt. (21 m/box),,25-May-2026,P23-2682,09-Jan-2026,Completed,0.5 x 1.0 mm,CITO-SYSTEM GmbH,2.00,26.3548036,52.71
AMF05072,0.5 x 1.3 mm CITO BASICplus Offcenter 2-3pt.(21 m/box),False,22-Sep-2025,P23-2409,08-Sep-2025,Completed,0.5 x 1.3 mm,CITO-SYSTEM GmbH,2.00,27.4839180,54.97
AMF05072,0.5 x 1.3 mm CITO BASICplus Offcenter 2-3pt.(21 m/box),False,30-Oct-2025,P23-2511,16-Oct-2025,Receiving,0.5 x 1.3 mm,CITO-SYSTEM GmbH,3.00,27.6630200,82.99
AMF05072,0.5 x 1.3 mm CITO BASICplus Offcenter 2-3pt.(21 m/box),False,13-Jan-2026,P23-2418,11-Sep-2025,Completed,0.5 x 1.3 mm,CITO-SYSTEM GmbH,12.00,27.2244280,326.69
AMF05092,0.5 x 1.5 mm CITO BASICplus Offcenter 2-3pt.(21 m/box),,30-Oct-2025,P23-2511,16-Oct-2025,Receiving,0.5 x 1.5 mm,CITO-SYSTEM GmbH,5.00,27.6630200,138.32
AMF05092,0.5 x 1.5 mm CITO BASICplus Offcenter 2-3pt.(21 m/box),,13-Jan-2026,P23-2418,11-Sep-2025,Completed,0.5 x 1.5 mm,CITO-SYSTEM GmbH,45.00,27.2244280,"1,225.10"
AMF05102,0.5 x 1.6 mm CITO BASICplus Offcenter 2-3pt. (21 m/box),False,30-Oct-2025,P23-2511,16-Oct-2025,Receiving,0.5 x 1.6 mm,CITO-SYSTEM GmbH,5.00,27.6630200,138.32
AMF05102,0.5 x 1.6 mm CITO BASICplus Offcenter 2-3pt. (21 m/box),False,13-Jan-2026,P23-2418,11-Sep-2025,Completed,0.5 x 1.6 mm,CITO-SYSTEM GmbH,1.00,27.2244280,27.22
AMF05102,0.5 x 1.6 mm CITO BASICplus Offcenter 2-3pt. (21 m/box),False,26-Feb-2026,P23-2549,07-Nov-2025,Completed,0.5 x 1.6 mm,CITO-SYSTEM GmbH,5.00,27.4404900,137.20
AMF05102,0.5 x 1.6 mm CITO BASICplus Offcenter 2-3pt. (21 m/box),False,20-May-2026,P23-2938,08-May-2026,Fully billed,0.5 x 1.6 mm,CITO-SYSTEM GmbH,5.00,25.0286960,125.14
AMF05102,0.5 x 1.6 mm CITO BASICplus Offcenter 2-3pt. (21 m/box),False,28-Jul-2026,P23-3066,14-Jul-2026,Fully billed,0.5 x 1.6 mm,CITO-SYSTEM GmbH,7.00,25.1776965,176.25
AMF05102,0.5 x 1.6 mm CITO BASICplus Offcenter 2-3pt. (21 m/box),False,21-Oct-2026,P23-3010,17-Jun-2026,Ordered,0.5 x 1.6 mm,CITO-SYSTEM GmbH,15.00,25.3363880,380.05
AMF05112,0.5 x 1.7 mm CITO BASICplus Offcenter 2-3 pt. (21 m/box),False,22-Sep-2025,P23-2409,08-Sep-2025,Completed,0.5 x 1.7 mm,CITO-SYSTEM GmbH,2.00,27.0199038,54.04
AMF05112,0.5 x 1.7 mm CITO BASICplus Offcenter 2-3 pt. (21 m/box),False,28-Jul-2026,P23-3066,14-Jul-2026,Fully billed,0.5 x 1.7 mm,CITO-SYSTEM GmbH,6.00,24.8725976,149.24
AMF06122,0.6 x 1.9 mm CITO BASICplus Off-Center 2-3 pt. (21 m/box),,20-May-2026,P23-2938,08-May-2026,Fully billed,0.6 x 1.9 mm,CITO-SYSTEM GmbH,6.00,24.6061336,147.64
AMF06173,0.6 x 3.0 mm CITO BASICplus Off-Center 3-4 pt. (21 m/box),,25-May-2026,P23-2682,09-Jan-2026,Completed,0.6 x 3.0 mm,CITO-SYSTEM GmbH,2.00,26.3548036,52.71
